,CUSEC,Municipality,Province,CCAA,Shape_area,Total_Population,Number_Males,Number_Females,Number_Minors,Number_Adults,Number_Elderlies,No_studies,Middle_studies,Complete_studies,Minors_NoInformation,Population_Density,Average_Income,Spanish_Nationality_People,Foreign_Nationality_People,Number_Properties,Number_Homes
1781,1_14_35_1_1,Hinojosa del Duque,Córdoba,Andalucía,294912111.05,915.0,0.57,0.43,0.13,0.67,0.21,0.22,0.61,0.05,0.13,3.1,18532.0,1.0,0.0,645.0,0.47
1782,1_14_35_2_1,Hinojosa del Duque,Córdoba,Andalucía,96392.78,565.0,0.41,0.59,0.11,0.5,0.41,0.41,0.44,0.05,0.11,5861.4,20074.0,1.0,0.0,425.0,0.58
1783,1_14_35_4_1,Hinojosa del Duque,Córdoba,Andalucía,89697263.93,545.0,0.49,0.51,0.12,0.63,0.25,0.12,0.68,0.07,0.12,6.1,21410.0,1.0,0.0,520.0,0.45
1784,1_14_35_4_2,Hinojosa del Duque,Córdoba,Andalucía,145416503.89,1480.0,0.43,0.57,0.14,0.6,0.25,0.27,0.52,0.06,0.14,10.2,19215.0,1.0,0.0,935.0,0.59
1785,1_14_36_1_1,Hornachuelos,Córdoba,Andalucía,607775.88,920.0,0.54,0.46,0.16,0.67,0.17,0.19,0.61,0.04,0.16,1513.7,19378.0,1.0,0.0,560.0,0.64
1786,1_14_38_2_2,Lucena,Córdoba,Andalucía,526055.3,1630.0,0.5,0.5,0.21,0.66,0.13,0.1,0.67,0.02,0.21,3098.5,18460.0,1.0,0.0,990.0,0.61
1787,1_14_38_2_3,Lucena,Córdoba,Andalucía,86736.26,1570.0,0.48,0.52,0.19,0.66,0.15,0.12,0.56,0.13,0.19,18100.8,20160.0,1.0,0.0,780.0,0.74
1788,1_14_38_2_4,Lucena,Córdoba,Andalucía,71778.63,1605.0,0.55,0.45,0.28,0.62,0.11,0.12,0.59,0.02,0.28,22360.4,16886.0,1.0,0.0,605.0,0.91
1789,1_14_38_2_5,Lucena,Córdoba,Andalucía,65931.46,1485.0,0.49,0.51,0.21,0.63,0.16,0.13,0.54,0.13,0.21,22523.4,22393.0,0.92,0.08,700.0,0.76
1790,1_14_38_2_6,Lucena,Córdoba,Andalucía,59876.83,1270.0,0.47,0.53,0.21,0.6,0.19,0.27,0.47,0.05,0.21,21210.2,19951.0,0.89,0.1,635.0,0.8
1791,1_14_38_2_7,Lucena,Córdoba,Andalucía,236003.76,2335.0,0.48,0.52,0.15,0.8,0.04,0.1,0.32,0.43,0.15,9893.9,19379.0,0.59,0.41,1385.0,0.6
1792,1_14_38_2_8,Lucena,Córdoba,Andalucía,460589.45,1330.0,0.55,0.45,0.26,0.64,0.1,0.08,0.57,0.09,0.26,2887.6,22209.0,0.99,0.01,515.0,0.83
1793,1_14_38_2_9,Lucena,Córdoba,Andalucía,76490.67,1500.0,0.54,0.46,0.24,0.66,0.1,0.09,0.58,0.09,0.24,19610.2,22655.0,1.0,0.0,545.0,0.84
1794,1_14_38_3_1,Lucena,Córdoba,Andalucía,1102489.27,2995.0,0.54,0.46,0.22,0.7,0.08,0.1,0.64,0.04,0.22,2716.6,19233.0,0.92,0.08,1100.0,0.89
1795,1_14_38_3_2,Lucena,Córdoba,Andalucía,258901.65,2475.0,0.51,0.48,0.23,0.66,0.11,0.13,0.61,0.03,0.23,9559.6,21731.0,1.0,0.0,905.0,0.94
1796,1_14_38_3_3,Lucena,Córdoba,Andalucía,138534.51,1025.0,0.53,0.47,0.1,0.58,0.32,0.41,0.4,0.08,0.1,7398.9,22302.0,0.8,0.2,495.0,0.91
1797,1_14_38_3_4,Lucena,Córdoba,Andalucía,91161.69,1990.0,0.44,0.56,0.16,0.66,0.18,0.12,0.59,0.14,0.16,21829.3,28437.0,0.99,0.01,1040.0,0.68
1798,1_14_38_3_5,Lucena,Córdoba,Andalucía,293506.82,1690.0,0.47,0.53,0.23,0.7,0.07,0.09,0.53,0.14,0.23,5758.0,21962.0,0.98,0.02,755.0,0.87
1799,1_14_38_3_6,Lucena,Córdoba,Andalucía,60672.05,1150.0,0.55,0.45,0.12,0.74,0.14,0.14,0.66,0.07,0.12,18954.4,23234.0,0.97,0.03,560.0,0.74
1800,1_21_41_5_14,Huelva,Huelva,Andalucía,39230.89,845.0,0.54,0.46,0.09,0.76,0.15,0.09,0.7,0.12,0.09,21539.2,23940.0,0.98,0.01,415.0,0.72
1801,1_14_38_3_7,Lucena,Córdoba,Andalucía,226026.72,1960.0,0.51,0.49,0.2,0.69,0.11,0.15,0.6,0.05,0.2,8671.5,25461.0,0.96,0.04,730.0,0.87
1802,1_14_38_3_8,Lucena,Córdoba,Andalucía,141553.42,1620.0,0.52,0.48,0.13,0.71,0.16,0.22,0.62,0.03,0.13,11444.4,18391.0,0.99,0.01,680.0,0.89
1803,1_14_38_4_1,Lucena,Córdoba,Andalucía,266969197.24,1610.0,0.43,0.57,0.28,0.62,0.1,,,,,6.0,19544.0,1.0,0.0,885.0,0.48
1804,1_14_38_5_1,Lucena,Córdoba,Andalucía,74026559.32,640.0,0.42,0.59,0.18,0.6,0.22,0.36,0.39,0.07,0.18,8.6,18264.0,1.0,0.0,380.0,0.78
1805,1_14_38_5_2,Lucena,Córdoba,Andalucía,5615071.51,645.0,0.42,0.58,0.28,0.58,0.14,0.2,0.47,0.05,0.28,114.9,18289.0,1.0,0.0,375.0,0.64
1806,1_14_39_1_2,Luque,Córdoba,Andalucía,380118.05,1000.0,0.48,0.52,0.12,0.68,0.2,0.27,0.55,0.06,0.12,2630.8,18156.0,1.0,0.0,675.0,0.63
1807,1_14_39_1_3,Luque,Córdoba,Andalucía,223299.26,1175.0,0.56,0.44,0.1,0.65,0.25,0.24,0.62,0.03,0.1,5262.0,19139.0,0.8,0.2,735.0,0.65
1808,1_14_40_1_1,Montalbán de Córdoba,Córdoba,Andalucía,9422944.19,1750.0,0.49,0.51,0.09,0.64,0.27,0.21,0.62,0.08,0.09,185.7,22325.0,1.0,0.0,790.0,0.83
1809,1_14_40_2_2,Montalbán de Córdoba,Córdoba,Andalucía,24107390.16,1595.0,0.5,0.5,0.18,0.68,0.13,0.14,0.65,0.03,0.18,66.2,19835.0,1.0,0.0,700.0,0.81
1810,1_14_41_1_1,Montemayor,Córdoba,Andalucía,2459295.06,1870.0,0.45,0.55,0.13,0.62,0.25,0.24,0.5,0.13,0.13,760.4,22294.0,1.0,0.0,935.0,0.74
1811,1_14_49_3_2,Palma del Río,Córdoba,Andalucía,161110.8,1280.0,0.52,0.48,0.13,0.74,0.12,0.18,0.46,0.22,0.13,7944.8,25772.0,1.0,0.0,535.0,0.87
1812,1_14_41_2_1,Montemayor,Córdoba,Andalucía,22138834.86,1225.0,0.53,0.47,0.2,0.63,0.16,0.24,0.49,0.07,0.2,55.3,19154.0,0.99,0.01,550.0,0.82
1813,1_14_42_1_2,Montilla,Córdoba,Andalucía,89787.37,1080.0,0.47,0.53,0.24,0.61,0.16,0.12,0.55,0.09,0.24,12028.4,23227.0,0.88,0.12,510.0,0.78
1814,1_14_49_3_3,Palma del Río,Córdoba,Andalucía,29815.06,1695.0,0.47,0.53,0.31,0.52,0.18,0.19,0.49,0.02,0.31,56850.5,15300.0,0.72,0.28,685.0,0.88
1815,1_14_41_2_2,Montemayor,Córdoba,Andalucía,33322080.62,1020.0,0.54,0.46,0.23,0.62,0.15,0.18,0.52,0.07,0.23,30.6,20908.0,1.0,0.0,410.0,0.87
1816,1_14_42_1_1,Montilla,Córdoba,Andalucía,54407.21,825.0,0.5,0.51,0.18,0.59,0.23,0.19,0.33,0.3,0.18,15163.4,27599.0,1.0,0.0,475.0,0.69
1817,1_14_45_1_2,Moriles,Córdoba,Andalucía,13641337.33,735.0,0.54,0.46,0.16,0.6,0.24,0.24,0.54,0.05,0.16,53.9,17982.0,0.97,0.03,460.0,0.66
1818,1_41_91_4_28,Sevilla,Sevilla,Andalucía,38295.45,670.0,0.54,0.46,0.01,0.71,0.28,0.46,0.52,0.0,0.01,17495.6,12095.0,0.48,0.52,325.0,0.86
1819,1_14_42_1_3,Montilla,Córdoba,Andalucía,51278.63,830.0,0.45,0.55,0.15,0.48,0.37,0.28,0.46,0.1,0.15,16186.1,23518.0,1.0,0.0,380.0,0.83
1820,1_14_42_2_1,Montilla,Córdoba,Andalucía,69079.88,960.0,0.49,0.5,0.06,0.76,0.18,0.12,0.5,0.32,0.06,13897.0,27391.0,1.0,0.0,475.0,0.89
1821,1_14_42_2_2,Montilla,Córdoba,Andalucía,53501.73,850.0,0.49,0.52,0.15,0.66,0.19,0.17,0.55,0.14,0.15,15887.3,25781.0,1.0,0.0,365.0,0.92
1822,1_14_42_2_3,Montilla,Córdoba,Andalucía,240178.37,1460.0,0.49,0.51,0.12,0.65,0.23,0.1,0.61,0.17,0.12,6078.8,24298.0,1.0,0.0,730.0,0.71
1823,1_14_42_2_4,Montilla,Córdoba,Andalucía,196100.8,1360.0,0.5,0.5,0.17,0.77,0.07,0.14,0.63,0.07,0.17,6935.2,21434.0,1.0,0.0,540.0,0.86
1824,1_14_42_3_1,Montilla,Córdoba,Andalucía,89466.73,1675.0,0.48,0.52,0.14,0.61,0.24,0.17,0.54,0.16,0.14,18722.0,23386.0,0.97,0.03,835.0,0.8
1825,1_14_42_3_2,Montilla,Córdoba,Andalucía,102737.4,1205.0,0.44,0.56,0.1,0.62,0.29,0.24,0.46,0.21,0.1,11728.9,21510.0,1.0,0.0,760.0,0.68
1826,1_14_42_3_3,Montilla,Córdoba,Andalucía,221815.59,1645.0,0.54,0.46,0.08,0.71,0.22,0.15,0.72,0.05,0.08,7416.1,24143.0,1.0,0.0,680.0,0.93
1827,1_14_42_3_4,Montilla,Córdoba,Andalucía,203433.68,2180.0,0.53,0.47,0.19,0.66,0.15,0.14,0.6,0.07,0.19,10716.0,20508.0,0.93,0.07,1040.0,0.77
1828,1_14_42_3_5,Montilla,Córdoba,Andalucía,79361.23,1305.0,0.55,0.45,0.15,0.75,0.1,0.14,0.61,0.1,0.15,16443.8,23363.0,1.0,0.0,570.0,0.83
1829,1_14_42_4_1,Montilla,Córdoba,Andalucía,111678.87,2110.0,0.43,0.57,0.28,0.6,0.12,0.08,0.5,0.14,0.28,18893.5,25443.0,0.95,0.05,775.0,0.9
1830,1_14_42_4_2,Montilla,Córdoba,Andalucía,139328186.65,840.0,0.52,0.48,0.18,0.72,0.1,0.22,0.52,0.08,0.18,6.0,21509.0,0.8,0.2,510.0,0.57
1831,1_41_91_4_29,Sevilla,Sevilla,Andalucía,19072.44,650.0,0.42,0.58,0.23,0.55,0.23,0.24,0.54,0.0,0.23,34080.6,13249.0,0.8,0.2,325.0,0.68
1832,1_14_42_4_3,Montilla,Córdoba,Andalucía,69693.85,810.0,0.49,0.51,0.15,0.69,0.15,0.18,0.64,0.03,0.15,11622.3,22361.0,0.99,0.01,410.0,0.73
1833,1_14_42_4_4,Montilla,Córdoba,Andalucía,266529.74,2130.0,0.58,0.42,0.23,0.64,0.13,0.19,0.54,0.04,0.23,7991.6,20637.0,1.0,0.0,870.0,0.84
1834,1_14_42_4_5,Montilla,Córdoba,Andalucía,91221.38,670.0,0.51,0.49,0.14,0.64,0.21,0.34,0.51,0.01,0.14,7344.8,17971.0,1.0,0.0,315.0,0.94
1835,1_14_53_2_2,Posadas,Córdoba,Andalucía,103644.73,780.0,0.48,0.51,0.28,0.57,0.14,0.1,0.54,0.07,0.28,7525.7,19865.0,1.0,0.0,415.0,0.76
1836,1_14_42_5_1,Montilla,Córdoba,Andalucía,27142153.15,1685.0,0.43,0.57,0.15,0.66,0.19,0.17,0.61,0.07,0.15,62.1,20524.0,1.0,0.0,900.0,0.66
1837,1_14_43_1_1,Montoro,Córdoba,Andalucía,97685.79,1055.0,0.47,0.53,0.18,0.61,0.21,0.27,0.51,0.04,0.18,10799.9,17533.0,1.0,0.0,460.0,0.84
1838,1_14_43_1_2,Montoro,Córdoba,Andalucía,186333.04,1165.0,0.39,0.61,0.18,0.61,0.21,0.23,0.54,0.05,0.18,6252.2,20146.0,1.0,0.01,650.0,0.68
1839,1_14_43_2_1,Montoro,Córdoba,Andalucía,272931569.23,670.0,0.37,0.63,0.15,0.64,0.21,0.27,0.49,0.09,0.15,2.5,20182.0,0.86,0.14,375.0,0.64
1840,1_41_91_1_14,Sevilla,Sevilla,Andalucía,201141.3,1250.0,0.53,0.47,0.2,0.61,0.2,0.04,0.37,0.4,0.2,6214.5,31541.0,0.94,0.06,660.0,0.87
1841,1_14_43_3_1,Montoro,Córdoba,Andalucía,110138.85,1530.0,0.54,0.45,0.28,0.65,0.07,0.05,0.62,0.04,0.28,13891.6,19890.0,0.97,0.03,535.0,0.93
1842,1_14_43_3_2,Montoro,Córdoba,Andalucía,101082.07,695.0,0.55,0.45,0.09,0.45,0.47,0.42,0.38,0.13,0.09,6875.6,23846.0,1.0,0.0,470.0,0.61
1843,1_14_43_4_1,Montoro,Córdoba,Andalucía,240523757.38,1345.0,0.48,0.52,0.16,0.68,0.16,0.21,0.57,0.06,0.16,5.6,19412.0,0.98,0.02,805.0,0.56
1844,1_14_43_4_2,Montoro,Córdoba,Andalucía,355521.81,2320.0,0.51,0.49,0.16,0.7,0.13,0.12,0.62,0.09,0.16,6525.6,23479.0,1.0,0.0,995.0,0.84
1845,1_14_45_1_3,Moriles,Córdoba,Andalucía,4277909.8,760.0,0.47,0.53,0.14,0.7,0.16,0.24,0.59,0.04,0.14,177.7,17288.0,1.0,0.0,460.0,0.64
1846,1_14_46_1_1,Nueva Carteya,Córdoba,Andalucía,68537126.45,1825.0,0.52,0.49,0.18,0.68,0.13,0.24,0.55,0.03,0.18,26.6,18186.0,0.98,0.02,770.0,0.84
1847,1_14_49_3_4,Palma del Río,Córdoba,Andalucía,161574.4,1285.0,0.54,0.46,0.22,0.46,0.32,0.28,0.38,0.12,0.22,7953.0,23603.0,0.8,0.2,590.0,0.81
1848,1_14_43_4_3,Montoro,Córdoba,Andalucía,71536595.07,965.0,0.56,0.44,0.13,0.77,0.09,0.17,0.65,0.05,0.13,13.5,21762.0,1.0,0.0,640.0,0.52
1849,1_14_46_1_2,Nueva Carteya,Córdoba,Andalucía,129009.84,1205.0,0.49,0.51,0.19,0.66,0.16,0.19,0.59,0.04,0.19,9340.4,20244.0,1.0,0.0,550.0,0.81
1850,1_14_53_2_3,Posadas,Córdoba,Andalucía,89917.0,995.0,0.51,0.49,0.12,0.64,0.24,0.29,0.59,0.0,0.12,11065.8,17773.0,1.0,0.0,460.0,0.88
1851,1_14_44_1_1,Monturque,Córdoba,Andalucía,32811187.63,1985.0,0.49,0.51,0.17,0.65,0.18,0.21,0.59,0.02,0.17,60.5,19485.0,0.99,0.01,975.0,0.79
1852,1_14_45_1_1,Moriles,Córdoba,Andalucía,1639550.62,2410.0,0.49,0.51,0.16,0.69,0.15,0.16,0.58,0.1,0.16,1469.9,18800.0,0.99,0.01,1060.0,0.8
1853,1_14_46_2_1,Nueva Carteya,Córdoba,Andalucía,236917.25,1000.0,0.48,0.52,0.14,0.64,0.21,0.22,0.62,0.02,0.14,4220.9,18882.0,1.0,0.0,550.0,0.72
1854,1_14_46_2_2,Nueva Carteya,Córdoba,Andalucía,253410.52,1610.0,0.53,0.47,0.13,0.69,0.19,0.2,0.59,0.09,0.13,6353.3,18763.0,0.89,0.11,820.0,0.72
1855,1_14_47_1_1,Obejo,Córdoba,Andalucía,214606806.19,2010.0,0.52,0.49,0.19,0.67,0.14,0.15,0.58,0.08,0.19,9.4,22121.0,0.97,0.03,1035.0,0.71
1856,1_14_48_1_1,Palenciana,Córdoba,Andalucía,13057576.61,695.0,0.55,0.45,0.2,0.58,0.21,0.29,0.49,0.02,0.2,53.2,18754.0,1.0,0.0,355.0,0.72
1857,1_14_48_1_2,Palenciana,Córdoba,Andalucía,3037263.15,935.0,0.48,0.52,0.18,0.62,0.2,0.2,0.58,0.05,0.18,307.8,20701.0,0.96,0.04,465.0,0.72
1858,1_14_49_1_1,Palma del Río,Córdoba,Andalucía,142077.19,1975.0,0.49,0.51,0.22,0.67,0.12,0.21,0.52,0.06,0.22,13900.9,19994.0,0.97,0.03,875.0,0.94
1859,1_14_49_1_2,Palma del Río,Córdoba,Andalucía,289520.16,1275.0,0.55,0.45,0.16,0.63,0.21,0.31,0.54,0.0,0.16,4403.8,18161.0,1.0,0.0,510.0,0.9
1860,1_14_49_1_3,Palma del Río,Córdoba,Andalucía,122786.09,1870.0,0.51,0.49,0.17,0.72,0.11,0.1,0.5,0.22,0.17,15229.7,21387.0,0.84,0.16,645.0,0.9
1861,1_14_49_1_4,Palma del Río,Córdoba,Andalucía,362945.61,1780.0,0.47,0.52,0.19,0.71,0.1,0.19,0.57,0.04,0.19,4904.3,19875.0,0.99,0.01,675.0,0.93
1862,1_14_49_2_1,Palma del Río,Córdoba,Andalucía,70473.08,785.0,0.48,0.52,0.13,0.66,0.21,0.27,0.55,0.05,0.13,11139.0,22405.0,0.96,0.04,450.0,0.72
1863,1_14_49_2_2,Palma del Río,Córdoba,Andalucía,645096.33,675.0,0.48,0.52,0.21,0.57,0.21,0.23,0.54,0.01,0.21,1046.4,16281.0,1.0,0.0,345.0,0.7
1864,1_14_49_2_3,Palma del Río,Córdoba,Andalucía,172415.67,1200.0,0.53,0.47,0.17,0.78,0.05,0.08,0.63,0.12,0.17,6959.9,23819.0,1.0,0.0,490.0,0.91
1865,1_14_49_2_4,Palma del Río,Córdoba,Andalucía,196796189.36,450.0,0.57,0.42,0.11,0.83,0.06,0.13,0.69,0.06,0.11,2.3,21465.0,1.0,0.0,660.0,0.21
1866,1_14_49_3_5,Palma del Río,Córdoba,Andalucía,559173.31,2230.0,0.52,0.49,0.14,0.7,0.16,0.16,0.61,0.09,0.14,3988.0,20798.0,1.0,0.0,1000.0,0.81
1867,1_14_49_3_6,Palma del Río,Córdoba,Andalucía,121680.34,1065.0,0.47,0.53,0.09,0.78,0.13,0.21,0.66,0.04,0.09,8752.4,20746.0,0.99,0.0,435.0,0.87
1868,1_14_49_3_7,Palma del Río,Córdoba,Andalucía,461212.09,1485.0,0.5,0.5,0.19,0.66,0.16,0.22,0.48,0.11,0.19,3219.8,22356.0,1.0,0.0,620.0,0.85
1869,1_14_50_1_1,Pedro Abad,Córdoba,Andalucía,11035329.57,1910.0,0.51,0.49,0.16,0.69,0.14,0.12,0.66,0.05,0.16,173.1,19924.0,1.0,0.0,940.0,0.73
1870,1_14_50_2_1,Pedro Abad,Córdoba,Andalucía,12412662.72,1030.0,0.5,0.49,0.12,0.64,0.25,0.2,0.64,0.04,0.12,83.0,19783.0,1.0,0.0,590.0,0.69
1871,1_14_51_1_1,Pedroche,Córdoba,Andalucía,87185404.03,870.0,0.49,0.51,0.11,0.65,0.23,0.25,0.59,0.05,0.11,10.0,18009.0,0.97,0.03,605.0,0.59
1872,1_14_52_1_3,Peñarroya-Pueblonuevo,Córdoba,Andalucía,223202.03,445.0,0.43,0.56,0.07,0.57,0.36,0.27,0.57,0.08,0.07,1993.7,22244.0,1.0,0.0,340.0,0.56
1873,1_14_51_2_1,Pedroche,Córdoba,Andalucía,34433327.15,705.0,0.5,0.5,0.14,0.59,0.27,0.23,0.56,0.08,0.14,20.5,18529.0,1.0,0.0,505.0,0.55
1874,1_14_52_1_1,Peñarroya-Pueblonuevo,Córdoba,Andalucía,77590.79,730.0,0.52,0.48,0.16,0.58,0.26,0.13,0.53,0.18,0.16,9408.3,23984.0,1.0,0.0,400.0,0.65
1875,1_14_52_1_2,Peñarroya-Pueblonuevo,Córdoba,Andalucía,52741.2,620.0,0.38,0.62,0.21,0.59,0.2,0.19,0.49,0.11,0.21,11755.5,,0.83,0.17,350.0,0.66
1876,1_14_53_2_4,Posadas,Córdoba,Andalucía,62864.67,1085.0,0.52,0.48,0.2,0.6,0.19,0.23,0.56,0.01,0.2,17259.3,16331.0,0.94,0.06,465.0,0.85
1877,1_14_52_1_5,Peñarroya-Pueblonuevo,Córdoba,Andalucía,909659.97,1525.0,0.52,0.48,0.14,0.68,0.18,0.13,0.58,0.15,0.14,1676.5,28248.0,0.98,0.02,520.0,0.92
1878,1_14_52_1_6,Peñarroya-Pueblonuevo,Córdoba,Andalucía,342801.18,1025.0,0.4,0.6,0.11,0.63,0.26,0.16,0.72,0.01,0.11,2990.1,24634.0,1.0,0.0,635.0,0.63
1879,1_14_52_2_1,Peñarroya-Pueblonuevo,Córdoba,Andalucía,99546.15,770.0,0.49,0.51,0.15,0.61,0.24,0.2,0.6,0.05,0.15,7735.1,20845.0,0.99,0.01,425.0,0.71
1880,1_14_52_2_2,Peñarroya-Pueblonuevo,Córdoba,Andalucía,238217.84,560.0,0.53,0.47,0.2,0.57,0.22,0.16,0.6,0.04,0.2,2350.8,20104.0,0.98,0.02,420.0,0.57
1881,1_14_52_2_3,Peñarroya-Pueblonuevo,Córdoba,Andalucía,94869.98,635.0,0.55,0.44,0.17,0.61,0.23,0.2,0.63,0.0,0.17,6693.4,22229.0,0.98,0.02,315.0,0.73
1882,1_14_52_2_4,Peñarroya-Pueblonuevo,Córdoba,Andalucía,96706.32,740.0,0.53,0.47,0.04,0.73,0.23,0.28,0.68,0.01,0.04,7652.0,20713.0,1.0,0.0,400.0,0.64
1883,1_14_52_3_1,Peñarroya-Pueblonuevo,Córdoba,Andalucía,1405591.94,1060.0,0.43,0.58,0.17,0.7,0.13,0.16,0.67,0.01,0.17,754.1,22052.0,0.99,0.01,455.0,0.77
1884,1_14_54_1_1,Pozoblanco,Córdoba,Andalucía,278697.9,1840.0,0.42,0.58,0.26,0.61,0.13,0.1,0.39,0.25,0.26,6602.1,28864.0,0.98,0.02,865.0,0.75
1885,1_14_52_3_2,Peñarroya-Pueblonuevo,Córdoba,Andalucía,271055.33,565.0,0.41,0.59,0.13,0.62,0.25,0.29,0.52,0.04,0.13,2084.4,21620.0,1.0,0.0,395.0,0.57
1886,1_14_52_3_3,Peñarroya-Pueblonuevo,Córdoba,Andalucía,45465569.5,1080.0,0.51,0.49,0.14,0.67,0.19,0.14,0.65,0.07,0.14,23.8,20378.0,1.0,0.0,725.0,0.52
1887,1_14_54_1_2,Pozoblanco,Córdoba,Andalucía,325122.54,2605.0,0.47,0.53,0.22,0.65,0.13,0.11,0.44,0.23,0.22,8012.4,30339.0,0.97,0.03,1470.0,0.7
1888,1_14_55_2_9,Priego de Córdoba,Córdoba,Andalucía,340723.03,1560.0,0.55,0.45,0.24,0.73,0.03,0.07,0.52,0.18,0.24,4578.5,19853.0,0.97,0.03,815.0,0.75
1889,1_14_52_4_1,Peñarroya-Pueblonuevo,Córdoba,Andalucía,15407640.98,750.0,0.55,0.45,0.11,0.83,0.07,0.13,0.76,0.01,0.11,48.7,22554.0,1.0,0.0,455.0,0.53
1890,1_14_53_1_1,Posadas,Córdoba,Andalucía,386166.26,2390.0,0.52,0.48,0.13,0.71,0.17,0.13,0.67,0.07,0.13,6189.0,22348.0,0.83,0.17,1110.0,0.84
1891,1_14_53_1_2,Posadas,Córdoba,Andalucía,298891.79,1555.0,0.47,0.53,0.17,0.68,0.15,0.18,0.59,0.06,0.17,5202.6,19447.0,0.99,0.01,680.0,0.85
1892,1_14_54_2_1,Pozoblanco,Córdoba,Andalucía,321951.49,2225.0,0.53,0.47,0.19,0.65,0.16,0.16,0.5,0.15,0.19,6911.0,24112.0,1.0,0.01,995.0,0.81
1893,1_14_54_2_2,Pozoblanco,Córdoba,Andalucía,172418.69,2330.0,0.47,0.53,0.2,0.66,0.14,0.09,0.61,0.1,0.2,13513.6,23309.0,0.92,0.08,1035.0,0.81
1894,1_14_54_2_3,Pozoblanco,Córdoba,Andalucía,131817.69,1515.0,0.5,0.49,0.16,0.71,0.13,0.1,0.58,0.16,0.16,11493.1,27536.0,0.99,0.01,825.0,0.67
1895,1_14_54_2_4,Pozoblanco,Córdoba,Andalucía,68098.08,1015.0,0.54,0.46,0.25,0.62,0.13,0.08,0.57,0.1,0.25,14905.0,23067.0,0.96,0.04,540.0,0.69
1896,1_14_55_3_1,Priego de Córdoba,Córdoba,Andalucía,90913743.31,485.0,0.56,0.44,0.19,0.48,0.34,,0.46,,0.19,5.3,18340.0,1.0,0.0,260.0,0.71
1897,1_14_55_3_2,Priego de Córdoba,Córdoba,Andalucía,92445421.14,765.0,0.45,0.56,0.0,0.44,0.56,,,,,8.3,16508.0,1.0,0.0,715.0,0.45
1898,1_14_53_2_1,Posadas,Córdoba,Andalucía,159339406.01,705.0,0.49,0.51,0.14,0.67,0.18,0.28,0.52,0.05,0.14,4.4,16753.0,0.88,0.12,515.0,0.5
1899,1_14_54_3_1,Pozoblanco,Córdoba,Andalucía,169339.5,1215.0,0.47,0.53,0.11,0.75,0.14,0.2,0.65,0.04,0.11,7174.9,20445.0,0.98,0.02,795.0,0.59
1900,1_14_54_3_2,Pozoblanco,Córdoba,Andalucía,135344.61,780.0,0.48,0.53,0.13,0.65,0.21,0.19,0.6,0.08,0.13,5763.1,24902.0,1.0,0.0,580.0,0.56
1901,1_14_54_4_1,Pozoblanco,Córdoba,Andalucía,327784729.45,980.0,0.52,0.48,0.17,0.67,0.16,0.22,0.57,0.04,0.17,3.0,20141.0,1.0,0.0,775.0,0.51
1902,1_14_54_4_2,Pozoblanco,Córdoba,Andalucía,114088.69,1640.0,0.55,0.44,0.11,0.67,0.22,0.14,0.63,0.12,0.11,14374.8,24380.0,0.74,0.26,830.0,0.74
1903,1_14_54_4_3,Pozoblanco,Córdoba,Andalucía,355998.3,1260.0,0.5,0.5,0.06,0.63,0.31,0.35,0.53,0.06,0.06,3539.3,21715.0,0.96,0.03,645.0,0.8
1904,1_14_55_1_1,Priego de Córdoba,Córdoba,Andalucía,243358.08,1700.0,0.5,0.5,0.11,0.65,0.23,0.15,0.59,0.15,0.11,6985.6,21085.0,0.97,0.03,790.0,0.84
1905,1_14_55_1_2,Priego de Córdoba,Córdoba,Andalucía,105981.08,1070.0,0.43,0.58,0.11,0.58,0.31,0.25,0.51,0.13,0.11,10096.1,21299.0,1.0,0.0,585.0,0.74
1906,1_14_55_1_3,Priego de Córdoba,Córdoba,Andalucía,52961.92,1105.0,0.57,0.43,0.12,0.6,0.28,0.12,0.52,0.23,0.12,20864.0,25550.0,1.0,0.0,635.0,0.73
1907,1_14_55_2_2,Priego de Córdoba,Córdoba,Andalucía,76239.49,1205.0,0.45,0.56,0.1,0.66,0.24,0.32,0.48,0.09,0.1,15805.5,19587.0,1.0,0.0,715.0,0.69
1908,1_14_55_2_3,Priego de Córdoba,Córdoba,Andalucía,205877.53,1735.0,0.42,0.58,0.18,0.71,0.12,0.12,0.61,0.1,0.18,8427.3,19554.0,1.0,0.0,700.0,0.96
1909,1_14_55_1_4,Priego de Córdoba,Córdoba,Andalucía,12648359.56,1485.0,0.46,0.54,0.22,0.62,0.16,0.19,0.6,0.0,0.22,117.4,16308.0,1.0,0.0,670.0,0.77
1910,1_14_55_2_1,Priego de Córdoba,Córdoba,Andalucía,497122.07,1695.0,0.5,0.5,0.13,0.72,0.15,0.24,0.57,0.07,0.13,3409.6,17157.0,1.0,0.0,790.0,0.83
1911,1_41_91_1_15,Sevilla,Sevilla,Andalucía,54142.37,1160.0,0.42,0.58,0.25,0.59,0.16,0.06,0.22,0.47,0.25,21425.0,34802.0,0.92,0.08,610.0,0.79
1912,1_14_55_2_4,Priego de Córdoba,Córdoba,Andalucía,112267.86,1230.0,0.48,0.52,0.17,0.6,0.24,0.13,0.57,0.14,0.17,10955.9,25417.0,0.9,0.09,815.0,0.6
1913,1_14_55_2_5,Priego de Córdoba,Córdoba,Andalucía,194141.89,1720.0,0.48,0.52,0.22,0.61,0.17,0.12,0.53,0.14,0.22,8859.5,21496.0,0.99,0.02,835.0,0.64
